title,description
Turkcell Avrupa Gezgini Paketiyle Hayal Kırıklığı: Kosova Ve Montenegro Sürprizi,“Teşekkürler”
Turkcell İnternetinin Çabuk Bitmesi,“Doğruyu söylemek gerekirse olumlu dönüş beklemiyordum. Ama bugün arayıp bana aşım ücretinin düştüğünü söylediler. Çok teşekkür ederim.”
Turkcell Cep Telefonu İadesi,“Arayıp 72 saat içinde sorunumun çözüleceği bildirildi. Arayan müşteri temsilcisi ilgiliydi teşekkür ederim.”
Turkcell Aşım Paketi İptal Edeceğim Diyerek Fazla Ürün Satıyor,“Sorunum çözüldü teşekkür ederim”
Adı Turkcell Kurumsal Olan Ama Mahalle Arası Bakkal Gibi Çalışan Firma,“Teşekkürler ederim Turkcell iyi ki varsın”
Turkcell Faturasına Yansıtılan Haksız Zaplium Kullanım Bedeli,“Ücret iadesi için teşekkür ederim”
Turkcell Hizmet Alamadığım Halde Cayma Bedeli İsteniyor,“Sorunu çözdüler.teşekkürler”
Turkcell Ümraniye TİM Mağazası İşlemin Yapılmaması,“Müşteri temsilcisi Bekir beye ilgi ve alakasından yardımlarından dolayı çok teşekkür ediyorum.”
Turkcell Sim Kart Arızası,“Sorunu çözdükleri için teşekkürler.”
Turkcell Bayisi Faturalı Tarifeler Hakkında Eksik/yanlış Bilgilendirme,“Teşekkür ederim. Sorunumu çözdüler”
Turkcell Midi Life Şikayet,"“Sorunum çözüldü, teşekkürler ☺️”"
Turkcell'in Hat Sahibinden Habersiz Aylarca Para Kesmesi,“Teşekkürler”
Turkcell 8 GB Bir Anda Çekmesi,“Sorun çözüldü teşekkürler Turkcell”
Turkcell Onaysız Ve Haksız Telefon Faturası,“Teşekkürler”
Turkcell Veri İşleme İzni Verdim Ama Hediye İnternet Gelmedi,“Teşekkürler”
Turkcell Mağduriyet ( Ücret Alınıp İşlem Yapılmaması),“Müşteri temsilcim çok ilgili davrandı ve hemen çözdü sorunu teşekkürler”
Turkcell Hotspot 50 GB Paketi Bitmeden Kullanım Aşımı Yapıyor!,“Kralsınız. teşekkürler ”
Turkcell Tarifesinde Asılsız İçerikler,“Sorunumu çözdüğü için Turkcell'e teşekkür ederim”
Turkcell Abonelik İptali Konusunda Yardımcı Olmuyor,“Öncelikle müşteri temsilcisi ile yapmış olduğum görüşme mükemmeldi kendisine tekrar teşekkür ederim. Sorunumu da güzel bir şekilde çözdü.”
Turkcell Yeni Hat Başvurusu,“Müşteri temsilcisi Bekir Beye kibarlığından dolayı teşekkür ederim. Turkcell bir gün içerisinde sorunumu çözdü.”
Turkcell Geç Ödenmiş Fatura Sonrası Hat Açılma Süresi,“Teşekkürler sorunu mu çözümlediğiniz için”
Turkcell Mağdur Etmeye Devam Ediyor!,“Teşekkürler”
Turkcell Mağduriyet ( Ücret Alınıp İşlem Yapılmaması),“Sorunum çözüldü teşekkürler”
Turkcell Superbox Adres Değişikliği Yapmıyor,“Teşekkürler”
Turkcell Bilinmeyen Numaralardan Rahatsızlık,“teşekkürler”
Turkcell Haksız Ücretlendirme İzin Alınmadan Yüklenen Paket,“Bilgim dışında yapılmış bir işlem için faturaya yansıtılan ücret iadesi yapıldı sorun çözüldü. Yardımcı oldukları için Turkcell'e teşekkür ederim.”
Turkcell Datça Da Yurt Dışında ;),"“Çözüme ulaştık, şu anlık Turkcell de kalmaya devam.teşekkürler”"
Turkcell'de İnternet Çekim Sorunu: Şehir Merkezinde Bile Bağlantı Yok,“Hızlı ve çözüm odaklı çalışmaları için teşekkürler”
Turkcell Hattı Aktivasyon Sorunu Ve Bayi Ücretlendirmesi,“Teşekkürler”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,“Turkcell den biraz önce aradılar ve çözdüler. Buradan başta şikayet var ailesine ve Turkcell firması na teşekkür ediyorum.”
Turkcell Sim Kart Arızası,“Turkcell'e ilgileri için teşekkür ediyorum.”
Turkcell Superbox Alan Elini Veren Kolunu Kaptırıyor,“Hattım eve gelmiş keşke bunu ben bu kadar kötü olay yaşamadan önce yurt dışında sokakta yatmadan önce yapsaydınız neyse yine canı gönülde teşekkür edip iyi şeyler düşüneceğim”
Turkcell Yurt Dışına Çıkmış Gibi Gösterip Fazla Fatura Kesiyor!,“Teşekkürler”
Turkcell Ödemeli Aranma Haksız Kazanç,"“Merhaba Sayın Yetkili, 
İlginiz ve çözüm için teşekkürler.
Bu konudaki tek eksik nokta müşteri hizmetlerini aradığımda 3 farklı kişi ile görüşüp çözümün ilerleyememesi.”"
Turkcell Kişisel Veri İşleme/saklama İznini Kaldırmıyor,“Sıkıntıyı çözdükleri için teşekkür ederim”
Turkcell Geçişte Paket İptali,“teşekkürler.”
Turkcell Abonelik BİP İletişim İzinsiz Mesaj İle Onay Ve Geri Adım Atmamak,“Şu dakika itibariyle para iadem yapıldı ilgilenen Turkcell servisindeki arkadaşlara teşekkür ederim. Turkcell e de teşekkür ederim mağduriyeti giderdiği için”
Turkcell Usulsuz Para Alınması,“Müşteri temsilcisi bayi ile görüşerek para iademin yapılmasını sağladı 4 gün içinde sorun çözüldü. Teşekkürler”
Turkcell Faturasız Hatta Fatura Kesti,“İlgilendiğiniz ve sorunumu çözdüğünüz için teşekkür ederim.”
Turkcell Aşım Paketi İptal Edeceğim Diyerek Fazla Ürün Satıyor,“Teşekkürler ilgi ve hassasiyet için.”
Turkcell Paketi İade İşlemi,“Benimle iletişime geçerek ücret iadesi yapıldı ve sorunum çözüldü. Teşekkürler Turkcell”
Turkcell Fiber İnternet Teknik Servis Ücreti Şoku,"“Turkcell büyük marka.
Müşterilerini dinliyorlar ve çözüm sunuyorlar.
 Diğer operatörler gibi biz böyle yaptık oldu demiyorlar.
 Turkcell'in tüm yetkililerine ve çözüme katkı sunan şikayetvar.com a Teşekkür ediyorum.”"
Turkcell Allın Mobi Play Center,“Şikayetim çözüldü çok teşekkür ederim. Turkcell'e senelerce konuşmaya devam edeceğime inanıyorum”
Turkcell WhatsApp Engel Yedim,“Geri dönüş yaptığınız için teşekkür ederim Turkcell sorunu çözdüğünüz için teşekkür ederim.”
Turkcell Superbox Adres Değişikliği Yapmıyor,“Teşekkürler”
Turkcell Akıllım Güvende Ödeme,“Teşekkürler”
Turkcell Hat Açma Kapama Ücreti Yansıtılmış!,“Teşekkürler”
Turkcell Yurt Dışında Tarifeniz Geçerli Denip Aniden Tüm Bakiyenin Kaybedilmesi,“Müşteri temsilcisi Güzel nezaketli şekilde yaklaşarak geri iade işlemi yaptı. Çok teşekkür ediyorum. Kaliteli hizmet ve İlgi alaka için.”
Turkcell Eglencepte Fantezisi Adı Altında Para Toplama,“Çok teşekkürler”
Turkcell Mobil İmza Ekibine Ulaşılmıyor,“Yardımcı oldular sonunda teşekkürler”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“Teşekkürler”
Turkcell Kullanılmayan Hattan Haksız Kazanç Elde Ediyor,“İlginiz için teşekkür ederim 👍🏻”
Turkcell İzin Almadan İşlem Yapıyor,“Teşekkür ederim ilginiz için :)”
Turkcell Fazla Ücret Tahsilatı,“İlgi için teşekkürler. Umarım sözünüzde de durursunuz.”
Turkcell Hediye Youtube Premium İptal Edildi Ama Ek Ücret Yansıtıldı,“Şikayetinin çözümü biraz zor olsa da çözüldü.teşekkürler”
Turkcell Akıllım Güvende Ödeme,“Çok teşekkür ederim Efe T***”
Turkcell Taahhüt Bitmesine Rağmen Paket Tanımlıyor,“Hızlı çözüm memnun etti.teşekkürler”
Turkcell'e Borç Verdim,“Özellikle tarafımı arayan değerli çalışanınız olmak üzere kısa sürede sorunun çözümü için yardımcı olan kişilere teşekkür ederim.”
Turkcell Otomatik Ödeme İptalinde Yaşanan Sorunlar,“Herhangi bir temsilci arması olmadı ama sorunum direkt çözüldü teşekkür ediyorum”
Turkcell Cayma Bedeli Çıktı,“Teşekkür”
Turkcell WhatsApp Engel Yedim,“Sorunumu hallettiniz Turkcell'e yakışır davrandığınız için çok teşekkür ederim saygılarla”
Turkcell Baz İstasyonu Olmaması Sebebi İle İnternet Çekmiyor,“Teşekkürler”
Turkcell Yanıltıcı Satış Yaptı İade Almıyor,“Teşekkürler Turkcell Teşekkürler GNC”
Turkcell Şişli Şubesi Ve Recom Alacak Yönetimi,“Doktorlar sitesindeki Turkcell bayinde Senem hanım ilgilendi. Teşekkürler”
Turkcell Keyfine Göre Fatura Çıkartıyor,“İlgilendiğiniz için teşekkür ederim”
Turkcell Htp Click N Play Adı Altında Benden 139 TL Alındı.,“Teşekkürler”
Turkcell'den Haksız Telsiz Kullanım Ücretleri Ve İade Sorunu,“Sorunu acil çözen Turkcell yöneticilerine teşekkür ederim.”
15 Yıllık Turkcell Abonesi %300 Zam İle Karşılaştım.,“Teşekkürler”
Turkcell Kurumsal Müşteri Temsilcisi Ve Yeni Sim Kartı,“Teşekkürler”
Turkcell Hot Spot Paketi Yerine Kendi Paketimden Harcatıyor,“2 gün telefonsuz bırakıp çok uğraştırmış olsanız da haklılığımızı kabul etmeniz güzel. Teşekkürler”
Turkcell Numara Taşıma-sim Kartım Aktif Olmadı,“İlgi Ve Alakaları için teşekkür ederim Sorunum Çözüldü”
Turkcell WhatsApp Engel Yedim,“Sorunumu çözdüler teşekkürler Turkcell”
Turkcell İnternet Paketi Hız Sorunu İlgilenmemeleri,“Sorunum en kısa sürede çözüldü benimle iletişime geçen arkadaş çok yardımcı oldu sorunum için ücret iadem hemen yapıldı çok teşekkürler ☺️”
Turkcell Paketleri Arasındaki Tutarsızlık Ve Müşteri Mağduriyeti,“Her şey için teşekkür ederim 🙂”
Turkcell'den Haksız Cayma Bedeli Şoku,“Sorunum çözüldü teşekkür ederim”
Turkcell İn Bilgi Dışı Faturaya Yansıttığı İşlemler,“Hemen dönüş sağlayıp sorunumu çözdüler arayan personel çok ilgiliydi teşekkürler Turkcell ☺️”
Turkcell Yedek Sim Kart Aktivasyonu Problemi,“Her şey için teşekkürler.”
Turkcell Mağazasında Beklenmedik Ücret Farklılıkları Ve Sinir Bozucu Deneyim,“Çözüme ulaştırdığınız için teşekkürler”
Turkcell Fahiş Fatura Tutarı,“Sorunumu çözdükleri için teşekkür ederim”
Turkcell Kullanımsız Paket Aşımı,“Sorunum çözüldü. Teşekkürler”
Turkcell Kullanımsız Paket Aşımı,“Teşekkürler”
Onay Vermememe Rağmen Turkcell Faturamdan PUBG Uc Alındı,“Cevabınız için teşekkür ederim.”
Turkcell Superbox Sorun Ekibi,“Teşekkür ederim”
Turizm Bölgesinde Turkcell Operatörü Hizmet Veremiyor,“Emine hanımın kıymetini bilin.teşekkürler”
Turkcell Pakette Sormadan Değişiklik Yapıyor,“Turkcell yine yakışanı yaptı ve tüketiciyi memnun etti. Tebrikler ve teşekkürler.”
Turkcell Beylikdüzü 5M Migros'taki İletişimsizlik Merkezi,“Teşekkürler”
"Turkcell Fatura Borcu Var Diyor, Borcum Yok.","“Hızlı ve ilgili bir çözüm oldu, teşekkür ederim”"
Turkcell'de Yeni Hat Aktivasyon Sorunları Ve Yetersiz Müşteri Hizmeti,“Görüşme yaptığım temsilci çok ilgili ve çözüm odaklıydı. Kendisine teşekkür ediyorum.”
Turkcell Firmasının İşine Gelen Güvenlik Açığı,“Doğru olan kısa sürede yapıldı. Gördüğüm kadarıyla bir çok vatandaşımız bu sorunla karşı karşıya kalmış. Bu durumun bir daha yaşanmaması için gerekli çalışmayı yapacağınızı düşünüyorum. İlginize teşekkürler.”
Turkcell Faturalı Hatta Faturamın Sürekli Artması,“Teşekkürler”
Turkcell WhatsApp Engel Yedim,“Teşekkür e”
Turkcell E-sim Geçişi Sonrası Çekim Sorunu Ve Müşteri Hizmetleri Yetersizliği,“Öncelikle Turkcell den Demet hanıma çok teşekkür ederim ücret iademi sağladı. Fakat Turkcell firması hala bu konu hakkında bir güven veremiyor insanlar alenen dolandırılıyor ve bu Turkcell Paycell kullanılarak yapılıyor”
Turkcell'in Fatura Kesme Sisteminin İç Yüzü,“Gereğini şikayet.com sitesine yazdığımın akabinde hızlı bir şekilde çözdüğünüz üzerine öncelikle şikayetvar.com a akabinde sizlere teşekkür ederim.”
Turkcell Kamu Paketi Mağduriyeti,“Çözüm sundular teşekkür ederim”
Turkcell Yanlış Telefon Borcu Mesajları Ve Mahremiyet İhlali,"“Müşteri temsilcileri saha ekipleri kadar bilgili değil, benim sorunumu çözümü yok dese de müşteri temsilcileri, saha ekibindeki arkadaşlar çözdü. Cihaz değişikliği yapıldı.teşekkürler”"
Turkcell Eski Müşteriye İki Kat Fiyat Uyguluyor,“Teşekkür ederim”
Turkcell Gece Kullanılmayan İnternet İçin Haksız Fatura Kesimi,“Teşekkürler tarafıma gönderildi sorun çözüldü”
Turkcell Yanıltıcı Fatura Ve Şüpheli Aramalarla Karşılaştık,“İlgili oldukları ve sorunla hassasiyetle ilgilendikleri için teşekkür ediyorum”
Turkcell Superbox Ek Paket Sorunu,“Teşekkürler”
Turkcell Yedek Sim Kart Aktivasyonu Problemi,"“Sorunumu çözüp gereğini yaptılar, ilgili Turkcell çalışanlarına çok teşekkür ederim umarım aynı sorunu tekrar yaşamayız.”"
Turkcell Para İadesi Yapmıyor,“Şikayetimi dikkate alıp çözdükleri için çok teşekkür ediyorum”
Turkcell Faturalardan Başka Hiçbir Şey Değişmiyor,“Ben şok sağ olun.”
Turkcell GNC Her Zaman Aynı Şey Geliyor,“Çok çok teşekkür ederim ilgi ve alakanız için.”
Turkcell Yurt Dışı Paketi Türkiye Saati Değil Gidilen Ülkeye Göre,“Hemen kısa sürede problemimi çözdükleri için Turkcell çalışanlarına çok teşekkür ederim”
Turkcell Faturama Yansıt Özelliği İle İlgili Yaşadığım Sorunlar,"“Turkcell den Demet hanım aradı ve ilgilendi, sorunum çözüme kavuştu çok teşekkür ederim”"
Turkcell WhatsApp Engel Yedim,"“Sorunum çözüldü, ücreti alan uygulama yetkilileri benimle iletişime geçerek ücreti iade ettiler. Siz çözene kadar onlar hallettiler sağ olsunlar”"
Turkcell 8 GB Bir Anda Çekmesi,“Geri dönüş çok çabuk sağlandı ve yanlış düzeltildi gerekli önerilerim alındı çok teşekkürler.”
İzmir Koçak Turkcell İletişim,“Ben Turkcell ilk müşterilerindeyim yıllardır Turkcell liyim bu hatadan çabuk dön dükleri için teşekkür ederim Turkcell çalışanlarına ve şirket e”
Turkcell İnternet Kullanımını Açıklasın,“İlgi ve alaka muhteşem. Sorunumun çözümlenmesini beklemiyordum ama çözüldü. Teşekkür ederim”
Turkcell'den Türk Telekom'a Geçtim Ama Ücret Kesildi,“Teşekkürler”
Turkcell Tyg Kullanımı İçin Faturamın İki Katı Ücretlendirme!,“Teşekkürler”
Turkcell Kişisel Bilgilerin Korunamaması,“Sorun çözüldü teşekkür ederim”
Turkcell Superbox İptal Ettiğim Paketin Yenilenmesi,“Teşekkürler Turkcell sorun çözüldü.”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,“Turkcell e yakışan buydu ilgi ve alakaları için teşekkür ederim.”
Turkcell GBT Yaptırmak Daha Kolay...,“Şikayet sürecim güzel bir şekilde ilerledi ve haklı bulundum. Yapılan görüşmeler tarafsız olarak dinlenip sonuca ulaştırıldığı için Turkcell markasına teşekkür ederim. Mağduriyetim ilgili bir şekilde giderilmiştir.”
Turkcell Haksız Fatura İstemesi,“Benim ile görüşen Hanım efendiye çok teşekkür ederim ismini hatırlayamıyorum ama kaç gündür sorunumu iletiyorum ondan başkası yardımcı olmadı sağ olsun”
Turkcell Superbox Kendi Kendine İnternet Tüketiyor!,“Sorunumla ilgilenip çözüme ulaştırdığınız için teşekkürler”
Turkcell GBT Yaptırmak Daha Kolay...,“Çok ilgili ve hızlıydı sorunumu çözdüler çok teşekkür ederim”
Turkcell'in Hattımdan Fazla Fatura Kesmesi,“Beni arayı yanlış aldığım paketin Hotspot 50 GB paketin iptal ve iadesi yapıldı sadece 9 TL yansıdı faturaya ona bir problemim yok ben o paketi ek paketlerden bakarak aldım bence o paketlerin orada olmaması gerekiyor ya da bir uyarısı filan olması gerekiyor ben onu GB zannederek aldım ama başka elektronik cihazlara internet vermek için bir paket miş Turkcell müşteri hizmetleri beni arayıp sorunu çözdükleri için teşekkür ederim. :)”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Teşekkürler Turkcell”
Turkcell Hat Kullanıyorsanız Faturanızı Sürekli Takip Edin,"“Sıkıntılı süreç sonunda, sorunum çözüldü teşekkür ederim... Ama bu şekilde mağdur edilmemek için önlem almanızı haksızca faturalara yansıyan ücretler konusunda daha duyarlı olmanızı rica ediyorum”"
"Paycell Adını Kesinti, Lütfen Tarafıma İademi Sağlayın.",“Faturama yansıyan fazla tutar düzeltildi. Teşekkür ederim”
Turkcell İn Tutarsız Ve Haksız Kazancına Dur Deme Vakti,“Şikayetim karşında kayıtsız kalmayıp ilgilendiniz ve sorunumu çözdünüz teşekkür ediyorum”
Turkcell Habersiz Kesilen 580₺ Lik Paycell Oyunu,“Teşekkür ederim”
Turkcell İletişim Merkezi Bilgilendirme Sorunu Ve Abone Mağduriyeti,“Sorunum çözüldü teşekkürler”
Turkcell Çocuk Saati Hattına Tanımadığım Kurum Ve Şahıslardan Mesaj Gelmesi,“Teşekkürler Turkcell müşteri memnuniyeti harika”
Turkcell Kullandığınız Kadar Ödeyeceksiniz Yalanı,“Teşekkür ederim”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,“Turkcell müşteri hizmetleri her zaman en iyi olan operatör. Teşekkürler...”
Turkcell Geçişte Paket İptali,“Teşekkürler. Sorunum çözüldü.”
Turkcell Yanıltıcı Fatura Ve Şüpheli Aramalarla Karşılaştık,“İlgileri ve çözümleri için teşekkür ederim”
Turkcell Kullanılmayan Hat İçin Yüksek Cayma Bedeli Şoku,“Turkcell'e müşteri hizmetleri sorunumu çözüme ulaştırdı çok teşekkür ederim”
Turkcell Talep Dışı İşlem Ve Faturalandırma,“35 TL iade ettiler arayan personel ilgili ve saygılıydı.teşekkürler”
Turkcell'in 30. Yılında Müşterilerine Yaklaşım Tarzı,“İlginiz ve alakanız için ben teşekkür ederim ayrıca arayan yardımcı olan Turkcell müşteri hizmetleri kardeşime de ayrıca teşekkür ederim”
Turkcell Fazla Zam Sorunu,“Sorunum çözüldü teşekkür ederim. Beni arayan müşteri temsilcisine ilgisinden dolayı ayrıca teşekkür ederim.”
Turkcell İlgisizlik Ve Önemsenmemek,“Şikayetimle ilgilendiğiniz için teşekkürler”
Turkcell Askere Hat Kotası Doldurmak İçin Askercell Olmayan Zorunlu Hat Satışı,“İlginiz için teşekkürler sorunum çözüldü”
Turkcell'den Hediye Adındaki Satışlar,“Kesilen ücret tarafıma bir sonraki faturamda iade ediliyor. Teşekkürler Turkcell.”
Turkcell Hat Açma Kapama Ücreti Saçmalığı.,“Sorunumu çözdükleri için teşekkür ederim”
Turkcell Borcumu Ödediğim Halde Borçlu Gözüküyorum,“Sorunumun hızlı ve kolay bir şekilde çözüldü. İlginiz için teşekkürler.”
Turkcell Superbox 1 Temmuz Olmadan Zam Yapması,“Turkcell müşteri hizmetlerine teşekkür ederim. Talebim isteğim doğrultusunda sonuçlandı.”
Turkcell Onayım Olmadan Habersiz İstediği Paketi Tanımladı,“Kısa zamanda çözüldü teşekkür ederim”
Turkcell Yeni Hat Alımında Astronomik Rakamlar!,“Teşekkürler”
Edirne Kurumsal Turkcell Şikayet,“Sorunum halledildi teşekkür ederim keşke buraya yazmama ihtiyaç kalmadan ilk aradığımda çözülebilseydi. Yine de teşekkürler.”
Turkcell Hotspot 50 GB Paketi Bitmeden Kullanım Aşımı Yapıyor!,“Teşekkürler şikayetim çözüldü”
Turkcell 8 GB Bir Anda Çekmesi,“Teşekkürler Turkcell”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,"“Sorunum çözülmeye çalışıldığı için mutluyum, teşekkür ederim”"
Turkcell Fiber İnternet Teknik Servis Ücreti Şoku,“Teşekkür”
Turkcell Verdiği Teklifin Üzerinde Fatura Kesiyor,“Müşteri hizmetleri temsilcisi Aygül hanım sorunumu kısa sürede çözdü. Teşekkürler Turkcell.”
Turkcell'den Gelen Ne İdüğü Belirsiz Borç SMS'i,“Sorunumu çözüme ulaşıldığı için çok mutluyum ücret iadesi faturama yansımıştır teşekkürler”
Turkcell Kullanmadığım Halde Yurt Dışı Paketi Yansıttı,“Teşekkürler”
Turkcell Email Adresimi Sürekli Başka Müşterilerinde Kullanıyor.,“Teşekkür ederim. 🙏💕🌸”
Turkcell Eski Müşteriye İki Kat Fiyat Uyguluyor,“Teşekkür ederim”
"Vodafone'dan Turkcell'e Geçiş Yaptım, Vodafone'lu Beni Arayamıyor.!",“Teşekkür ederim ilgi alaka için”
"Turkcell İnternet Çekmiyor, Kopuyor Sürekli Donuyor.",“Turkcell'e teşekkür ederim. 2 gün içerisinde sorunu çözdüler.”
Turkcell Haberim Olmadan Abonelik Yapılması,“Turkcell 1 hafta sonra arayarak sorunumu çözdü. Yapılan hatanın düzeltilmesi beni çok memnun etti. Teşekkürler Turkcell”
Turkcell'den Haksız Cayma Bedeli Şoku,"“Sorunumu kısa sürede çözdüler, ilgilenenlere teşekkür ederim.”"
Turkcell Askercell Aranılmıyor Ve Görüşme Sağlanamıyor,“Çok teşekkürler”
Turkcell'den Gelen Ne İdüğü Belirsiz Borç SMS'i,“Kıymetli Turkcell ekibi ücret iadesini yaptı. O halde daima Turkcell ile yine uzun seneler devam”
Turkcell 1 Yıllık Telsiz Kullanım Ücretini Peşin Alıyor!,“Teşekkür ederim”
Turkcell 9 Gündür Dışarıdan Arama Alamadığım Hattım Halen Kullanılamıyor!,“İlgili müşteri temsilcisi sonraki gün benimle iletişime geçti ve ücreti iade ettiler teşekkür ederim.”
Turkcell Sahte Numaralar İnsanları İnandırmaya Çalışıyor,"“Sorunum çözüldü, teşekkür ederim.”"
Turkcell Kullanılmayan Hatta Çıkarılan Fatura Sorunu,“Çözümlenmiştir teşekkür ederim.”
Turkcell Sim Kart Aktivasyonunda E-Devlet Hatası Ve İletişim Sorunu,“Teşekkürler”
Turkcell WhatsApp Engel Yedim,“Telefonda Beni arayan arkadaş çok yardımcı oldu ve kibardı teşekkürler”
"Turkcell İnternet Çekmiyor, Kopuyor Sürekli Donuyor.",“Sorunum çözülmüştür. Teşekkürler.”
Turkcell Hat Taşımda Farklı Tarife Uygulanması,“Teşekkür ederim sorunum çözüldü”
Turkcell Yurt Dışında Olmadığım Halde,“Teşekkürler Turkcell büyük firma olduğunu gösterdi”
Turkcell Uygulama Girişinde Sıkıntı Yaşıyorum,“Teşekkürler ilgilendiğiniz için :)”
Turkcell İş Hattım Kapandı Mağdurum,“Çok teşekkür ederim ilginiz ve sorunumu çözdüğünüz için herkese Turkcell'i tavsiye ederim saygılarımla.”
Turkcell Talep Dışı İşlem Ve Faturalandırma,“İlgi alakalarından ve iade etmelerinden dolayı teşekkür ediyorum”
Turkcell Hat İptali Ve Haksız İnternet Harcamaları,“Hızlı çözüme ulaşıldı teşekkürler”
Turkcell'in Hat Taşımayı Sonuçlandıramaması,“Sorunum çözüldü. Teşekkürler”
Turkcell'den Haksız Cayma Bedeli Şoku,"“Teşekkürler, sorunum çözüldü”"
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Turkcell'e ve sorunumun çözümünde rol alan temsilcilerine teşekkür ediyorum.”
Turkcell'den Haksız Cayma Bedeli Şoku,"“İlgi, Alakanız için çok Teşekkürler”"
Turkcell Müşteri Hizmetleri Ve Fatura Sorunu,“Şikayet konu olan sorun ile ilgili benimle iletişime geçen Ayşegül Hanım'a çözüm süreci boyunca olan nezaketi ve problemi çözmek için harcadığı emeklerden dolayı teşekkür ederim.”
Turkcell Abonelik İptalinde Yüksek Ücret Şoku,“Sorunum çözüldü teşekkür ederim”
Turkcell Superbox Nedeniyle Financell Kredi Gecikmesi,“Arandım ve sorun çözüldü.teşekkürler”
"Turkcell Sorumsuzluğu, Yurt Dışı Sim Kart Gönderilmemesi",“Problemin BTK kaynaklı olduğu ortaya çıktı. BTK ya kayıtlı yurt dışı cihazlar e sim e geçiş yaptıktan 12 saat sonra servis alıyor. Konuyu herkese iletmelisiniz Turkcell kaynaklı değil.teşekkürler”
Turkcell Operatörüne Numara Taşımada Hata,“Turkcell bana ulaşıp sorunumu çözdü kendilerine çok teşekkür ederim”
Üsküdar Turkcell Bayisinde Yanıltıcı Hizmet Deneyimi,“Sorun çözüldü teşekkürler”
Turkcell'den Türk Telekom'a Geçtim Ama Ücret Kesildi,“Sorunumu kısa sürede çözdüler. Teşekkürler.”
Turkcell İnternet Ek Paketini Hattıma Tanımadı,"“Şikayet sayfası sesimiz oldunuz ve sizin sayenizde Turkcell sesimizi duydu
Şikayet sayfasına da 
Turkcell'e de teşekkür ederim”"
Turkcell Şebeke Ve Mobil Veri Sorunu,“Teşekkürler İlgilendiğiniz İçin 🙏”
Turkcell Bilgimiz Olmadan Esimin Üzerine Vodafone'dan Yeni Hat Başvurusu.,“Sorunum halledildi teşekkürler.”
Turkcell Benim Adıma Aynı Hattan Başkasına Hat Tahsis Etmiş,“Kısa sürede ve çözüm odaklı geri dönüşünüz için teşekkür ederim. İlgili temsilcilerinize de ayrıca minnettarım.”
Turkcell Bayi Çalışanı Bilgisizliği,“İlkim hanıma teşekkür ederim”
Turkcell Fiber İnternet Teknik Servis Ücreti Şoku,“Ertesi gün iade oluşturdular gayet ilgililerdi memnun kaldım teşekkürler Turkcell”
Turkcell Yanıltıcı Fatura Ve Şüpheli Aramalarla Karşılaştık,“İlgi ve Alakanız için size ve Şikayet Var platformuna Çok Teşekkür ederim. Fiyatlarınız çok yüksek olmasa hiç mobil şebekemi Değiştirmezdim Biliyorum Dünya genelinde bir Ekonomik kriz var ama takdir edersiniz ki Biz daha çok etkileniyoruz. Saygılarımla”
Turkcell KVKK + Müşteriye Agresif Tavırlar,“Hızlı ve çözüm odaklı geri dönüş sağlanmıştır. Teşekkürler”
Turkcell Beylikdüzü 5M Migros'taki İletişimsizlik Merkezi,“Teşekkürler”
Turkcell Sözde Fatura Aşımı,“Çok ilgili davranarak kısa sürede problemi çözdüler.teşekkürler”
Turkcell Geçişte Paket İptali,“Gösterdiğiniz ilgi için teşekkür ederim”
Turkcell Taahhüt Verilene Kadar Her Şey Mükemmel Taahhüt Alındımı Resmen Soy Gn,“Sorunumu çözdüğü için Turkcell e teşekkürler”
Turkcell Faturalı İnternet Paketinde Anormal Kullanım Ve Hatalı Fatura,“Sorunum çözüldü teşekkürler”
Turkcell Şebeke Sorunu,“Hemen hallettiler tekrarı olmaması için de bilgilendirdiler teşekkür ederim”
Turkcell Paket Kullanım Önceliği,“Müşteri hizmetlerinden Bekir bey geri dönüş yaparak ücret iadesinin yapıldığı konusunda bilgilendirdi. Teşekkür ederim”
Turkcell Avrupa Gezgini Paketiyle Hayal Kırıklığı: Kosova Ve Montenegro Sürprizi,“Gayret hızlı bir şekilde çözüme ulaştırdılar.teşekkürler”
Turkcell Kullanmadığım Halde Defalarca İnternet Paketi Tanımlanması,“İlgiden dolayı çok teşekkür ederim”
Turkcell Yurt Dışında Kullanılmayan Numaralar Üzerinden Ücretlendirme Sorunu,“Teşekkür”
Turkcell GBT Yaptırmak Daha Kolay...,“Teşekkürler”
Turkcell Hattı Benden Haksız Yere Cayma Bedeli Aldı,“Teşekkür ederim”
Turkcell Fazla Alınan Devir Ücreti,“İlginiz ve size yakışan şekilde ki çözümünüz için teşekkürler.”
