title,description
Turkcell'li Olmamama Rağmen Adıma Güvenli Aile Paketi Tanımlanması,"Turkcell internet paketimin bitmesini takiben bilgilendirme mesajı atıp ben henüz mesajı okurken anında hattıma internet paketi tanımladılar. Müşteri hizmetlerini arayıp durumu anlattığımda ve bu ek paketi istemediğimi söylediğimde bu paketin kullanıcı inisiyatifinde olduğunu söyledi. Benim herhangi bir rızam olmadan, bilgilendirme mesajını okurken anında hattıma benim yazılı/sözlü onayım olmadan tak diye tanımlanan ek internet paketi nasıl benim inisiyatifimde olabiliyor? Turkcell Kurumsal Müşterisiyiz, ancak farklı hatlar için araştırma yapıp hem daha uygun fiyatlı hem de kullanıcı dostu bir operatöre geçeceğim. Müşteri hizmetlerinin başından savar tavrı da bu süreçte sinirime sinir katan ekstra bir durum oldu. Turkcell pişmanlıktır."
Turkcell İnternet Paketi Bitip Ek Paket Satıyor Ancak Kullanım Yok,"06.09.2023 tarihi 00.00-02.30 arası internet kullanmadan bitip ek 1GB 50 TL karşılığında 10 kez yenilenmiş ve sabah kalktığımda şoka uğradım. 0545130***3 numaralı hattın yasal sahibiyim. Kotasını her ay 15GB boş bırakıyorum, fakat gece itibariyle bitmiş kullanmadığım halde ve ek 10GB 500 ₺ karşılığında alınmış, onlar da 2 dakika içerisinde bitmiş. Bu durumu açıklayın! Müşteri temsilcileri konuyla ilgilenmiyor, yeterince şikayet var bu konuda. Önceki ay kullanımlarımı da incelemelerini istiyorum. En az 15 GB internetim yanıyor uyurken bu interneti kim aldı?"
Turkcell Onaysız İnternet Paketi Ve Ekstra Ücretlendirme Sorunu,"İnternet paketi yükledim ama paket gelmedi. Bu sorunu nasıl çözülür beyan ederim. Bugün yeni yükledim, şikayetçiyim. Lütfen çözülmesini istiyorum. Turkcell olarak bunu halletmenizi bekliyorum. Ya da çözüm onaylıyorum ya da paramın geri iadesini talep ediyorum. İyi günler dilerim."
Turkcell 20gb İnternet Hemen Bitti,"Turkcell mobil hat kullanıyorum. 08.06.2023 tarihinde operatörüm tarafından arandım. Taahhüt süremin bitmek üzere olduğu söylendi ve ""Dev Star 120"" paketi önerildi. Paket yıllıktı ve yıllık kullanılmak üzere 120gb internet içeriyordu. Paketi uygun görerek kabul ettim ve kısa sürede yeni pakete geçişim yapıldı. Yeni paketi kullanmaya başladıktan sonra takriben 1ay kadar sonra internet kullanımım durduruldu, halbuki paketi kontrol ettiğimde 80gb internetim vardı. Operatörü aradığımda adil kullanım kotası olduğu bunu geçtiğim için internetin durduğunu söyledi. Halbuki paket pazarlanırken böyle bir şey söylenmemişti. Böylesi önemli bir detayın söylenmemiş olması doğru değil. Öte taraftan aylık paketlerde hangi gün ne kadar kullanacağımızı operatörler belirlemiyor ki yıllık pakette belirlesin. Hal böyle olunca en fazla internete ihtiyaç duyduğum yaz dönemi olduğu için 80gb internetim kenarda beklediği halde 1 kez 20gb 1 kez de 10 GB ilave internet paketi satın almak zorunda bırakıldım. Adil kullanım kotası uygulamasını ve bunun bildirilmemesini adil bulmuyor hatta yanıltıcı buluyorum. Netice itibariyle kotanın kaldırılmasını ve ilave satın almak zorunda kaldığım paket tutarlarının iadesini talep ediyorum."
Turkcell Cayma Bedeli Ve Benimle İlgisi Olmayan Adres HKK.,Turkcell gnç tarifesinde gnç Star 60 GB internet paketi kullanıyorum beni mevcut tarifemden devam etmek istiyorum paketler anlık çıkıyormuş yardımcı olunursa sevinirim. Çıkan paketler internet i az ücreti çok fazla çıkıyor. Turkcell ailesi anlık tekliflerden bana gönder lütfen teşekkürler sağ ol
Turkcell Yurt Dışı İnternet Paketi,Turkcell'den bir defa internet paketi aldım bunu benim irademin dışında her ay yeniliyorlar ben yurt dışında 6 ay Türkiye'de altı ay kalıyorum. Bana ne zaman internet lazım olursa kendim alırım iptal edin. Diyorum ne söylediğin anlaşılmamış diyorlar lütfen yardim edin Teşekkürler
Turkcell İki İnternet Paketi Kullanımıyla İlgili Sorun,"Yaklaşık 8 aydır Turkcell kullanıyorum. Son 2 aydır internet paketim hızla tükeniyor. Turkcell pişmanlıktır. 4 ayım kaldı günü dolsun hemen çıkış yapacağım. Ne müşteri hizmetleri ilgileniyor ne de bayiileri. Daha önce 1 ay boyunca yetebilen internet paketi nasıl oluyorsa, 2 aydır yetmiyor."
Turkcell Her Zaman Olduğu Gibi Bizi Yine Şaşırtmadı.,"Turkcell müşteri hizmetleri taahhüdüm bitmesine rağmen aramadı, ben aradığımda astronomik fiyatlar sundu. Ben de Hazır Kart'a geçiş yapmak istediğimi söyledim. 96 saat içinde geçişin olacağını bu süreçte müşteri temsilcisi tarafından aranacağımı söyledi. Gene aramadılar. Hazır Karta geçiş sürecim 96 saatten daha önce oldu. Geçiş olduğunda bu sefer hazır karttan paket satın almak istedim. Turkcell uygulamasından bana özel olarak internet paketi içermeyen tek bir tane konuşma paketi çıktı. Müşteri hizmetleri tekrar aradım. Müşteri hizmetleri evet size maalesef internet paketi çıkmıyor şeklinde cevap verince faturalı hatta geçmek istediğimi söyledim. Maalesef 1 ay boyunca faturalı hatta geçemezsiniz cevabı aldım. Bu bilgi neden daha önce verilmedi diye sorduğumda müşteri temsilcimizin söylenesi gerekti isterseniz şikayet kaydı oluşturalım dediler. Şu anda faturasız tarifemde internet paketi içeren bir paket alamıyorum, faturalıya da geçişim sağlanmıyor. Deprem zamanı hiçbir zaman hiçbir yerde çekmeyen Turkcell vurdumduymaz tavrına ve müşterileri yok sayan anlayışına devam ediyor."
Turkcell Haksız Kazanç,Turkcell de hattıma otomatik ödeme talimatı tanımladım bu işlem sonrası hattıma yüklenmesi gereken 2GB internet paketi tanımlanmamıştır. Bir an önce internetimin tanımlanmasını talep ediyorum. Beni arayıp dönüş yaptıklarında veremeyeceklerini belirtiyorlar o halde uygulamada hediye havuzunda karşıma çıkartarak kullanıcı sahiplerini yanıltmaya aldatmaya çalışmaktadırlar
Turkcell İnternetin Aynı Kullanım Koşulunda Daha Çabuk Bitmesi,"17 GB internet paketi kullanıyorum gece 12 baktığımda 9 GB internetim vardı sabah kalktım mesaj geldi. İnternetiniz bitti diye imkansız nasıl bitiyor arıyorum müşteri temsilcisi cevap veremiyor güncelleme olmuştur diyor 9 GB bir güncelleme olabilir mi telefonum açık güncelleme yok diyorum cevap yetersiz nerede kullanmışım kontrol edin. Diyorum ses yok sürekli mesaj gelirdi internetiniz azalıyor diye mesaj vs gelmedi ben zaten sürekli kullanıyorum şikayetimin çözülmesi aksi halde BİMER, CİMER sosyal medya her koldan şikayet kaydı oluşturacağımın bilinmesini isterim. Acil cevap talep ediyorum."
Turkcell Paket Yüklememe Sorunu,"Turkcell'de sorun yaşıyorum. Yeni çıkarmış oldukları ""ödül avcıları"" adlı bir kampanya var ve o kampanyada görev tamamlayıp puan topluyoruz ve o puanlarla internet alabiliyoruz. Fakat ben görevleri tamamladım ve internet paketini almak istedim. Internet paketi alınmış olarak görünüyor, fakat internet hattıma yüklenmedi ve şu an internetim yok. Bu sorunun acilen giderilmesini istiyorum ve acil dönüş sağlanmasını rica ediyorum yetkililerden."
Gnç Ve Turkcell Hata Alıyorum,Malatya Doğanşehir Deprem bölgesinde elektrik su gibi hizmetlerde kesinti yaşarken şimdi de iletişimde sorunlar yaşıyoruz. Dolayısıyla Superbox tan interneti verimli olarak kullanamıyoruz. Bu yüzden cep telefonumun internet paketi çok çabuk bitti. Son 1 gün kaldı ve ben istemediğim halde 1 gün 1 GB için 51 TL ücret yansıtılacağı bilgisini öğrendim. Aylık faturamın 3 te 1 i bedel bu. Superbox ta onca kullanmadığım GB lar varken ve talebim olmadığı halde bu kadar fahiş fiyatla internet satılması ve bunun iptal edilmemesi etik mi? Sözde depremzedelere destek mi oluyorsunuz bu şekilde. Şirketinizin adı insaf sız cell mi olmalı acaba?
Turkcell Superbox GO Satıp Yükleme Yapamayan Operatörlerle Dolu Hizmet!,Turkcell internet paketimi ne kadar yükseltirsem yükselteyim asla internet yetmiyor. Şu an 60 GB internet paketim mevcut evde Wi-Fi kullanıyorum ama asla bu internet paketi yetmiyor. 3 gün önce 10 GB ek paket aldım. Bugün oda bitti taahhüdüm bitince kesinlikle değiştireceğim.
Turkcell Faturalı İnternet Paketinde Anormal Kullanım Ve Hatalı Fatura,Turkcell 24.08.2023 02.28'de 1 GB faydanız tanımlanmıştır diye interneti talebim olmadan internet tanımladı. 50.78 kr... Tutarında faturama yansıtarak 02.31'de müşteri hizmetlerini arayarak Anlık olarak Wi-Fi kopması sonucu aşmıştır kullanım diyorum 0.36 MB aşmışım kullanım var iptal edemem diyor bana sormadan veya talep etmeden tanımladığınız paketi iptal etmek istiyorum. Diyorum kullandığım kadarını 0.36 MB yansıtın tutar önemli değil ben sizden 1 GB internet istemiyorum Wi-Fi Koptuğu için aşmış diyorum bana 20 TL ücret karşılığında internetiniz bittiğinde durduran paket almak zorundasınız diyor bunu almazsam otomatik olarak 1 GB tanımlarım iptal edemezsiniz diyor 10 dakikalık görüşmemiz sonucunda asıl fiyaskosu canım cicim hoşçakalın falan derken suratıma kapattı. Telefonu müşteri temsilcisi 2 farklı numarada Turkcell hat kullanıyorum ikisini de iptal edeceğim böyle saçma bir şey görmedim ve yasal olarak ne gerekiyorsa yapacağım kimseye talep etmediği bir şeyi satamazsınız böyle saçmalık olamaz. Türkiye'nin sayılı firmalarının yaptığı saçmalığa bakın sattığı ürün bittiğinde sana istesende istemesende tekrar satarım satmamı istemiyorsan para ver satmayım pes gerçekten pes yazıklar olsun
Turkcell İnternet Paketi Yanlışlığı,Bu Turkcell internet birkaç video izlesen bitiyor. 5 GB internetim var 1 haftada bitiyor sonra 3 hafta internet zamanını bekliyorum ya Vodafone'a ya da Avea'ya geçiş yapacağım aynı aidatla belki daha fazla internet paketi olur. Veli Özçeli
Turkcell Asık Suratlı Bayi Çalışanları!,Sabah saatlerinde ben uyurken Turkcell 4 GB mevcut İnternet paketim bitmiş ve 3 defa 1 GB internet yüklenip kullanılmış ve bu ben uyurken bilgim dışında ben onay vermeden oluyor. Müşteri hizmetleri açıklayamadı ve kota aşımı için her ay 20 TL ücret vermem gerekiyormuş. Bulduğu çözüm bu Turkcell'in. Yıllardır kullandığım Turkcell hattının müşterilerine verdiği. Değer bu mu lütfen bu kota aşımı sorununu düzeltin 150 TL paketim oldu. 350 bu paraları ödemek istemiyorum her yere başvurusu yapmayacağım. Şikayet edeceğim Turkcell'i.
Turkcell İnternetim Bir Anda Bitti,Turkcell'e geçiş yaptım yaklaşık 7 ay kaldı taahhüdümün bitmesine 20 GB internet paketim bitiyor ve üstüne 7 tane 1GB tanımlama yapıldı ve bunlar da bitti müşteri hizmetlerini arıyorum teknolojik telefonlara bağlanıyor olay güncellemelerim kapalı gibi gibi taahhüdüm bittiğinde bir daha asla Turkcell'e geçiş yapmayacağım.
Turkcell Mobil Veri Sürekli Kesiliyor,"5 Haziran 2023 tarihinde Turkcell Müşteri Hizmetleri tarafından telefon hattı taahhüdümün yenilenmesi amacıyla arandım. Telefondan yaptığımız görüşmede bir kullanım paketi üzerine anlaşma sağladık. Sonrasında tarafıma çıkarılan faturalarda toplam 40 TL tutarlı 'Yeni Yıllık Premium Aile TV+' ve 'Yeni Yıllık Premium Aile TV+ İçerik' paketlerinin de tanımlanmış olduğunu gördüm. Bunun üzerine Müşteri Hizmetlerini arayarak söz konusu paketlerin rızam dışında tanımlandığını belirterek iptal edilip geçmişe dönük ücret iadelerinin yapılmasını talep ettim. Yapılan inceleme sonucunda talebim reddedildi. Ancak görüşme kayıtlarında söz konusu paketin satışıyla ilgili kısmın görüşmenin sonunda müşteri temsilcisi tarafından sorulan 'Turkcell TV Plus'ta geçerli 8 GB İnternet'i 12 ay boyunca tanımlıyorum kabul ediyor musunuz?' şeklinde sorudan ibaret olduğu da tarafımla paylaşıldı. Müşteri hizmetleri ile yaptığım görüşmede söz konusu internet paketi, yapılan görüşmenin sonunda yaklaşık 1 dakika süren müşteri temsilcisinin hızlı hızlı konuşarak sözleşmenin koşullarını aktardığı; bu süre zarfında sık sık 'kabul ediyor musunuz', 'onaylıyor musunuz' şeklinde sorular sorduğu bir sekansın içinde/sonunda tarafıma satılmıştır. Bunun yanı sıra söz konusu paketin satışı kapsamında paketin ücret bilgilendirmesi de tarafıma yapılmamıştır. Öyle ki ücretle ilgili bir bilgilendirme yapılmış olsaydı ekstra bir paket satışı yapıldığını fark eder, onay vermezdim. Ancak sözleşmenin diğer maktu koşulları aktarılırken sorulan onay/rıza sorularının arasında ek bir paket satışının -üstelik ücret bilgisi dahi verilmeden- tabiri caizse 'araya sokuşturulması' açıkça tüketiciyi yanıltmaya dönük bir eylemdir."
Turkcell Hotspot Paketi Mağduriyeti,"İnternet kotam azaldığı için Turkcell mobil uygulamasında 10,36 TL karşılığında ""ek sosyal internet paketi"" adı altında aylık 5 GB Twitter ve Facebook kullanımı gösterdiği paketi uygulama üzerinden satın aldım ancak hattıma sadece 20 MB lik bir paket tanımlandı. Şaka gibi, günümüzde 20 MB lik bir paket olması mümkün değil gerekli düzeltmenin bir an önce yapılmasını ve mağduriyetimin giderilmesini talep ediyorum."
Turkcell Tarifeleri Ve İnternetin Çok Hızlı Bitmesi,Turkcell hattını taşıyana 50 GB interneti 290 TL veriyor ama eski Turkcell müşterisine 30 GB interneti 330 TL veriyor. Üstüne de 30 GB az aşsın anında ek internet paketi kaptırıyor. Size 55 TL siz yeni müşteri kazanmaya uğraşmak yerine az da olsa eski var olan müşterinizi elinizde tutmaya uğraşın yazık vallahi.
Turkcell Vermediği Hizmetin Parasını İade Etmiyor,"Turkcell faturasız hat sahibi olarak uygulama üzerinden yurt dışı paketi satın alarak Türkiye'deki tarifemi kullanmak istedim. Uygulamada. 500 TL yükleme yaptıktan sonra uygulama üzerinden yurt dışı paketlerine girdim ve ilk başta bulunan 'Tarifen yurt dışında geçerli avantaj' paketini satın almak istedim, paketin özelliklerine baktığımda 'Paketinizin özelliği otomatik olarak yurt dışında da geçerli' ibaresini gördüm (günlük 180 TL) bende kullanmaya başladım fakat çok kısa süre sonra internetim kesildi, fark ettim ki paket aktif değil ve içerideki 500 TL internet kullanımından dolayı bitmiş. O esnada Makedonya aracımla giriş yaptım, oteli bulabilmek için navigasyon ihtiyacım olduğu için Turkcell'den destek istedim, internet paketini tekrar satın almam gerektiğini ve bu işlemin sadece uygulama üzerinden yapılabileceğini belirttiler, tabii ki bunun için de internet gerekiyor! 80 km uzakta olan otelimi 6 saatte zar zor bulduk, çocuklarım ve eşimle birlikte mağdur olduk. Uzaktan kredi kartı ile veya başka bir şekilde internet yükleme talebinde bulundum fakat yardımcı olamadılar. Uygulama üzerindeki bilgilerin yanıltıcı olduğu için bir gün mağdur olduk! Böylesine bir şirkete hiç yakışmadı!"
Turkcell Mobil Uygulama Hatası Üzerine Paket Değişikliği Ve İlgisiz Hizmet,"Turkcell'den bir defa 4GB bolca internet paketi aldım hazır karta. Bunlar her 4 haftada bir bana sormadan yeniliyorlar. Defalarca iptal yazıyorum, her seferinde isteğim anlaşılmamış diye cevap veriyorlar. Benim evimde Wi-Fi var, onu kullanıyorum. Lütfen yardımcı olun, selamlar."
Turkcell Katla İnternet Paketi,"Paketimi online'dan ikiye katlayarak yaptım, fakat kullanamıyorum. Normalde oluyor. Bu sefer olmadı, zaten sadece internet paketi oluyordu, onu da bugün kullanamıyorum. Kalan kullanımlara bakıyorum, hala var, fakat ben interneti açtığımda kullanamıyorum. En kısa sürede dönüş yapmanızı bekliyorum."
Turkcell İnternet Paketi Kullanmadan Bitiyor,Turkcell internet paket aşımı Sabaha karşı ben uykudayken telefonumu kullanmaz iken internet paketim bitiyor ardından 15 dakika aralıklarla kullanmadığım birer GB internet paketi tanımlanıyor uyandığımda fark ediyorum ki benden habersiz 5 GB internet kullanılmış. Telefonumu kontrol ettiğimde 5 tane uygulanma otomatik güncellenmiş. Aynı uygulamaları eşimin telefonundan otomatik güncelleme yokken güncelledik toplamda 365 MB aldı. Telefonda güncelleme almamış. Ben telefon elimde bile değilken bana tanımlanan internet paketleri ile ilgili herhangi bir dönüş alamadım. Müşteri ilişkileri de hiçbir şey yapamıyor. İnternet paket aşımım olduğundan onu kullanıp ne kadar harcadığımı bilen biriyim. Bu telefon elimde bile değilken 5 GB internet kullanmış olamaz. Kullanmadığım bu interneti iptal edilmesi gerekiyor. Ardından hattımı taşıyacağım. Bunu bilerek yapıyorlar eminim.
Turkcell Yine Şaşırtmıyor :),Turkcell sosyal medya kotasından düşmüyor normal aylık internetten yiyor bununla ilgili bir çözüm yok mu? Sürekli internetimin bitmesinden bıktım. 25 GB internetim direkt bitiyor ama sosyal medya kotası hala duruyor aslında ilk sosyal medyanın kotasından düşse böyle bir problem yasanmayacak
Turkcell Paket Aşımı Onayım Olmadan,Merhabalar. Paket aşımı yapmışım. Fakat internetim bittiğine dair ne bir mesaj ne de ileti yok. Normal zamanda her konu için mesaj atıyorsunuz fakat konu ek paket olunca 1. Ek paketimin başladığı ve bittiği mesaj aynı anda geliyor ve hemen ikinci tanımlanıyor. Hiç onayım olmadan 8 defa ek internet paketi yapılmış ve 144 TL olan faturam 660 TL olmuş. Ücretin faturama yansımamasını talep ediyorum. Tanımlanan ek paketler bilgim dışında ve isteğim olmadan tanımlanmıştır.
Turkcell İnternet Neden Hemen Bitiyor.,"Turkcell sürpriz ekstra 20 GB tarifesindeyken internet kotam bittiği için ek İnternet paketi almak istedim. Ancak uygulamadan yanlışlıkla başka bir pakete geçmişim, ve şu an daha pahalı bir tarife kullanma durumunda kaldım. Müşteri TEM. Yardımcı olmadı"
Turkcell'in 45 GB İnternetimi 8 Günde Bitirdiğimi İddia Etmesi,"Turkcell online işlemlerden 09/08/2023 tarihinde Gnç Ekstra 12gb paketine geçtim. Ekteki ekran görüntülerinde görüleceği üzere paket dahilinde ek olarak haftalık 5gb internet paketi olacağı için bu paketi seçmiştim. Ancak bu 5gb internet paketinin yalnızca 1 haftalık olduğunu bugün öğrendim. Açıklamalarda yalnızca 1 haftaya mahsus olduğuna dair hiçbir bilgilendirme olmadığı için yanılgıya düşmüş ve mağdur olmuş bulunmaktayım. Müşterilerini yanıltan bu davranışı Turkcell'e yakıştıramıyorum ve mümkünse bu mağduriyetimin giderilmesini ve düzeltmelerin yapılmasını talep ediyorum. Aksi takdirde, başkaları da benim gibi mağdur olmaması için bu aldatıcı durumu sosyal medya sitelerinde paylaşıp gündem edeceğim."
Turkcell Müşterilerini Mağdur Ediyor,Turkcell mobil veri aşırı şekilde hızlı bir şekilde kota dolduruyor. Geçen sene bir ayda bitmeyen 10 GB internet paketi. Bu sene 12 GB olmasına rağmen iki haftada bitiyor. Kullanım olarak geçen sene ile bu sene arasında çok yoğun bir fark yok. Çevremdeki kullanıcılar da bu durumdan muzdaripler.
Turkcell Hizmet Çözüm Var Mı Yok Mu Sizde,"Yurt dışına çıkarken internete ihtiyacım olacağı için Turkcell hattım ile avantaj yurt dışı paketi (2 GB+100 dakika+1000 SMS) aldım. Fakat yurt dışında internete bağlanamadım. Turkcell müşteri hizmetlerini aradım hattımı güncellediklerini söylediler ama yine de internet hizmetini kullanamadım. Paket için iade oluşturmak istediğim müşteri temsilcisi (çok nazik ve ilgiliydi) paketin SMS inden kullandığım için iade olamayacağını söyledi. Ama bana asıl lazım olan internet paketiydi ve Turkcell sağladığını söylediği bir hizmeti sağlayamıyor. Haliyle ben de ortaçağdan kalma yöntem SMS ile iletişimde bulundum. Nasılsa internet paketi aldım diye belgelerimi, işlerimi ona göre ayarlamıştım. Bu sebeple mağdur oldum. Gittiğim ülke Karadağ ve orada 500 GB 7 günlük turist hattını 10 euro'ya satıyorlar. Ben Turkcell'e aynı parayı 2 GB için ödeyip onu bile kullanamadım. Numaramı başka bir operatöre taşıyacağım."
Turkcell Müşteri Sorunlarını Çözmüyor!,Benim onayım olmadan tarifemdeki internet biter bitmez internet verilmiş. 190 TL'lik faturam 710 TL geldi. Uzun yıllardır Turkcell operatörü kullanıyordum. Bu yapılan büyük bir terbiyesizliktir. Ve hiçbir şekilde yardımcı olunmuyor. Tüketici Hakları'na başvuracağım
Turkcell Hattıma Yüz Yüzden Fazla Zam Yaptı,Turkcell hattımı sadece izinden izine bir ay kullanıyorum. Faturasız hat kullanıyorum sadece izinde internet paketi için 350 TL ödeyerek paket aldım. Üstüne de 100 TL yükledim yüklediğim tl iki gün sonra uçtu gitti.
Turkcell'in Her Yıl Abonelerine Yaptığı Eziyet,"İnternet paketim 3 gün önce yenilenmesine rağmen dün bir anda 24 GB internetim bir anda bitti. Normal şartlarda bir ayda bitiremediğim internet paketi nasıl oluyor da 24 GB bir günde bitiyor? Bir de mesaj geldi, 5 GB internet kalmış durumda diye hesaba girdiğimde 2 GB internetim kalmıştı. Bu nasıl oluyor? Gereğinin yapılmasını arz ederim."
Turkcell'in Voip Mağduriyeti,Turkcell 16 GB internet paketi olan (115 TL ödediğim ) tarifemi yenileme zamanı gelmeden önce sürekli bildirim ve arama yaparak 12 GB olarak 203 TL'ye yenileyebileceğimi belirtti. 24 ağustosta bitecek tarifeyi 8 ağustosta söyledikleri tarifeye geçtim. Aynı tarifeyi kullanan eşimi arayarak bana önerilen paketi ona da önerdiler. Eşim kabul etmedi birkaç gün sonra telefonundaki uygulamada Star paket olarak aynı 12 GB internet içeren tarifeyi 175 TL olarak önerdiler. Ben birkaç gün önce aynı kapsamdaki paketimi neden fahiş fiyatla yeniliyorum? 203 TL olarak yenilenen paketin iptal edilerek eşime uygulanan 175 TL bedelli tarifeye geçmek istiyorum. Bu kandırmacaların son bulması için gereken işlemlerin yapılması maksadıyla tüm platformlarda yasal haklarımı kullanacağım.
Turkcell Şikayetçiyim Sizden Sorun Var,"Turkcell faturasız hattıma lira yükledim, ancak internet paketi alamıyorum. Sürekli hata ve yetersiz bakiye diyor. İlgililere duyurulur. İlave olarak, Bununla ilgili olarak sürekli denemeler yaptım. Yine hata vermeye devam etti. Gereğinin yapılması rica olunur. E. G."
Turkcell Geçişte Paket İptali,"Zeytinburnu Turkcell aktüel bayisinden internet paketi yüklemesi yaptırdım. İlk önce yanlış olmasın 100 veya 110 TL'ye 5gb internet paketi var dendi, ama daha sonra 7gb var o da 135 TL dendi, ben de 7 GB'lik paket yaptım. Ertesi gün internete giremediğimden dolayı Zeytinburnu Meydan bayisinden yardım talep ettim ve oradaki arkadaşlar yaklaşık 15 dakika uğraşarak (telefon ayarları ile) yine yapamadılar. Ancak tarifemin de 2 GB Facebook 5 GB normal internet olduğunu ve 7 GB'nin tamamının normal internet olmadığını söylediler. Ben de buna istinaden yüklemeyi yaptırdığın yer olan aktüel bayisine gittim durumu bildirdim, bana 7 GB'nin 2 GB'sinin Facebook olduğunu söylemediniz dedim, o da biz yükleme yaparken sadece paketi görüyoruz. Detayını görmüyoruz diyerek kendini savundu. Ayrıca bayideki arkadaşlar hem asık suratlı, müşterinin soru bile sormaya korktuğu tipler. Yani müşteri bir şey sorunca sanki azarlayacakmış, kızacakmış gibi tavırları var. Sonuç olarak tüm bayiler Turkcell kurumsal firmasını temsil ediyor. Ben de bir Turkcell bayisine gittiğimde Turkcell'e konuşuyorum varsayıyorum. Turkcell'in bu kadar kaba bir firma olmadığını biliyorum. Lütfen bayilerinizdeki çalışanlarınızın müşterilere nasıl davranması gerektiği konusunda eğitmenizi gerekirse seminer vermenizi, her koşulları sağlayan kişileri (evraksal veya parasal) bayi yapmamanız konusunda size öneride bulunuyorum. Sırf bu müşteriye yaklaşımdan dolayı insanlar operatör değiştirmeyi bile düşünebilir."
Turkcell Bilgim Onayım Dışında Paket Yükledi,Turkcell internet paketi katla sistemi adam aldatmadan ibaret
Turkcell Otomatik Aşım Paketi Tanımlanması,Ağustos ayı içerisinde Turkcell müşteri hizmetleri tarafından aranarak indirimli bir üyelikten bahsedildi ancak ek internet paketi olarak anlatıldı. Daha sonrasında faturamın güncel tutarını kontrol ettiğimde Fizy Star üyelik bedeli yansıtıldığını fark ettim. Hemen iptal ettim üyeliğimi ancak tutar hala faturamda görünüyor. Hiçbir şekilde kullanmadığım ve ne olduğunu bilmediğim bir şey için 44TL ücret ödemek istemiyorum.
Turkcell İnternet Paketi,"Sırf saçma sorunlarınız yüzünden tekrardan hattımı değiştireceğim. GB içeriğini ikiye katlamaya çalışıyorum. Defalarca uğraştım, sürekli hata veriyor. Müşteri hizmetlerini arıyorum, sorun olmadığını söylüyorlar. Deniyorum, aynı silip yeniden yüklemem gerektiğini söylediler. Sildim, uygulamayı tekrardan yükledim, değişen bir şey olmadı."
Turkcell Parasını Kestiği Halde İnternet Paketini Yüklemedi.,Silivri Vega AVM Turkcell bayisinde kuzenimin üzerine olan hattı annem kullandığı için annemin üzerine almak istedik. Geçen hafta içinde 50 GB hotspot internet paketi ve anneme kendi kullanabilmesi için yaklaşık 30 GB artı dakika olarak paket yaptırdık. Toplam 400 TL gibi bir rakam ödedik. Bugün devir yapmak istedik. Ancak beyefendi bizimle sessiz sinema oynadı ve hiçbir bilgilendirme yapmadı. Devir için 700 TL ücret aldı. Yaklaşık yarım saat sonra arama yapmak istedik ancak yapamadık.
Turkcell Haksız Kazanç Sağlaması,Tekrarlı ek internet paketini iptal edemiyorum. İnternet üzerinden söylenenleri yapıyorum ama işlem olmuyor. İptal butonuna tıklayarak iptal diye bir şey de yok. Tarifem ve kullanımlarımdan giriyorum tekrarlı internet paketi diyor Togg 'a soruyorum hattınıza ait tekrarlı paket bulunmamaktadır diyor. 12 Ay süren ek internet paketini iptalini yapar mısınız?
Turkcell İnternet Paket Aşım İadesi,Turkcell internet kullanmak için ciddi bir bütçe gerekir diyerek başlıyorum. Sabah 3gb internet yükledim saat 15:00 da internet paketinizden 600 MB kalmıştır diye mesaj geldi... Yani story izledim toplasan 50 -60 kısa story... Yani tam gün internet kullanabilmek için 10 GB internete ihtiyacım var sanırım... Müşteri temsilcisiyle yaptığım görüşmede bana görüntülü konuşma yapmış olabilirsiniz dedi. Şaka değil bunu söyledi... Üstelik yapmamıştım.
Turkcell İnsanla Alay Eder,Turkcell de kontörlü hattan faturalı hatta geçiş yaptım. Kontörlü hayatayken 10 GB internet asla gitmezken faturalıyor geçtiğimde daha tarifeyi 10 gün önce yapmama ve evden çıkmayıp sadece evde Wi-Fi kullanmama rağmen internet paketim tamamen birmiş görünüyor hayatımda böyle bir saçmalık daha görmedim. Gerçekten böyle bir saçmalık olamaz!
Turkcell İnternet Az Para Fazla,Aynı sorunu sürekli yaşıyorum. Turkcell denen şirket paket aşımı diye bir uygulama çıkarmış almış olduğum paket biter bitmez GB başı 50 liralık paket tanımlıyor eğer aşım kontrol istiyorsanız aylık 20-30 lira civarında başka paket almak zorundasınız. Annemin kullandığı hatta 250 liralık ekstra internet paketi tanımlamışlar kişinin rızası olmadan nası böyle bir şey yapabiliyorsunuz.
Turkcell'E Geçtim Çok Pişman Oldum,Merhaba 29.07.2023 tarihinde Turkcell'den tarama SMS geldi. İnternetim 4 küsur GB kaldı diye aynı dakika içerisinde peş peşe 10 SMS geldi. İnternet paketiniz bitti yeni internet tanımlandı diye gün içerisinde neredeyse hiç internet kullanmama rağmen müşteri hizmetlerini aradım bir şey yapamayacaklarını söylediler. Şubeye gittim aynı şekilde tekrar müşteri hizmetlerine yönlendirdi. Tekrar aradım Turkcell uygulamasını içerisinden yardıma girip çağrı oluşturun dediler. İnternetimi açtım anında 4 kez daha SMS geldi 4 kere daha internetim yenilendi faturam 5 e katladı sosyal medya paketim duruyor. Harcanmamış totalde 15 GB interneti 1 dakika içerisinden Google tarayıcıdan kullanmışım telefonda güncellenme olmamış bir şey inmemiş 1 dakika da 15 GB telefondan harcayacak bir imkan yok harcamadığıma kullanmadığıma eminim yardımcı olun lütfen.
